taskspecveldid	cVeldnaam	cVolgorde	cGridVolgorde	bIdentity	fid_Task	fid_LabelParent	fid_LabelChild	fid_FillLabelField	fid_SpecLabelField	fid_Calculation	bShowPopupWithFillField	fid1_ListCombinedLabel	fid2_ListCombinedLabel	fid3_ListCombinedLabel	bAutoComplete	bFullTextComplete	bListExcludeUnconnected	bRequired	bEditable	bEditableOnParamValue	cEditableOnValue	bViewableParentView	cViewableParentInTab	bViewable	bGridViewable	bShowOnUpdate	bFullTextIndex	bInGrid	bInDetails	ListSQL	bUseParameterIn	bUseParameterOut	bFillNewWithParam	bDeepSearch	cDefaultValue	cFieldFilter	iOrderAsc	iOrderDesc	bDisabled	bNullable	iFieldLength	iMaxLengthList	cFieldType	bFieldInDataObject	cCreateLabel	bUpdated	cValueOnSelect	cRequiredCondition	cEditCondition	cRegex	cRegexExpl	cUploadDestination	bDevider	cDevider	bAddValuesInDDL	bCopy	bGridEditable	cGridInsertColumn	cHelptext	iCharPerLine	bListUniqueValues	iHeaderWidth	iTextboxWidth	cShowInColumn	cGridCalVolgorde	bMultiAutocomplete	iMaxLines	bAddTextToAutoComplete	cFieldForeColor	cFieldBackColor	bOverWriteWithDefault	fid_CopyTask	iDecimalDigits	bTotalInGrid	fid_ShowWithLabel	cShowDetailColumn	fid_FillEmptyLabelId	fid_LabelShowAsTable	cClearAfterSelection	bAddToGrid	bShowInUpdate	bMailOnUpdate	bDefaultFocus	bShowAsListBox	iListBoxHeight	bImmidiateUpdate	bAlwaysInUpdate	bCheckValueExists	bCreatePostback	cCreatePostback	cResetForRefresh	cExtraFilterType	bActivateTaskAfterUpdate	bActivateTaskAfterInsert	cisd_FieldId	cColorCondition	cHideOnLabelValue	bSelectAll	cExecOnPostBack	cShowPostbackOnColumn	bListMultiSelect	iLinkToTask	cCompareValidator
5447	iShipment_id	000	NULL	1	76	NULL	1156	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	0	NULL	NULL	NULL	NULL	0	NULL	NULL	NULL	1	1	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL	1	0	0	4	NULL	int                      	1	NULL	0	NULL	NULL	NULL	NULL	NULL	NULL	1		NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	000	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
5448	fid_ShipmentType	007	NULL	NULL	76	NULL	1077	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0	1	NULL	NULL	1	NULL	1	NULL	NULL	NULL	0	1	NULL	NULL	NULL	NULL	NULL	1	NULL	NULL	NULL	0	1	4	NULL	int                      	1		0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	005	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
5449	cCompanyShortName	002	NULL	NULL	76	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0	0	NULL	NULL	NULL	NULL	0	NULL	NULL	NULL	1	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0	1	3	NULL	varchar                  	1	NULL	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	001	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
5450	fid_CreatedByUser	008	NULL	NULL	76	NULL	628	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0	1	4	NULL	int                      	1	NULL	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	006	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
5451	dRecordCreated	010	NULL	NULL	76	NULL	626	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0	0	NULL	NULL	1	NULL	1	NULL	NULL	NULL	0	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0	1	8	NULL	datetime                 	1	NULL	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	008	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	cCreatedByUser	NULL	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
5452	cBnumber	001	001	NULL	76	NULL	116	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0	0	NULL	NULL	1	NULL	1	1	NULL	NULL	1	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0	1	8	NULL	varchar                  	1	NULL	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Customer Details(l)	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	001	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	1	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
5453	cExportNumber	070	NULL	NULL	76	NULL	606	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0	0	NULL	NULL	NULL	NULL	1	NULL	NULL	NULL	0	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0	1	20	NULL	varchar                  	1	NULL	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	091	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
5454	cCustomerReference	047	003	NULL	76	NULL	476	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0	1	NULL	NULL	1	NULL	1	1	NULL	NULL	1	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0	1	50	NULL	varchar                  	1	NULL	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	20	NULL	20	NULL	NULL	003	NULL	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
5455	fid_fileid	107	NULL	NULL	76	NULL	611	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0	0	NULL	NULL	NULL	NULL	0	NULL	NULL	NULL	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0	1	4	NULL	int                      	1	NULL	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	092	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
5456	cShipmentnr	108	NULL	NULL	76	NULL	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0	0	NULL	NULL	NULL	NULL	0	NULL	NULL	NULL	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0	1	9	NULL	varchar                  	1	NULL	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	093	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
5457	cFinalDestination	063	NULL	NULL	76	NULL	517	0	NULL	NULL	NULL	NULL	NULL	NULL	1	NULL	NULL	0	1	NULL	NULL	1	NULL	1	NULL	NULL	NULL	0	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0	1	40	NULL	varchar                  	1	NULL	0	NULL	NULL	NULL	NULL	NULL	NULL	0	NULL	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	064	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
5458	bBLdraft	109	NULL	NULL	76	NULL	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0	0	NULL	NULL	NULL	NULL	0	NULL	NULL	NULL	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0	1	1	NULL	bit                      	1	NULL	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	094	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
5459	bBLfinal	110	NULL	NULL	76	NULL	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0	0	NULL	NULL	NULL	NULL	0	NULL	NULL	NULL	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0	1	1	NULL	bit                      	1	NULL	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	095	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
5460	bBlPrinted	111	NULL	NULL	76	NULL	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0	0	NULL	NULL	NULL	NULL	0	NULL	NULL	NULL	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0	1	1	NULL	bit                      	1	NULL	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	096	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
5461	bBLChangesByCustomer	112	NULL	NULL	76	NULL	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0	0	NULL	NULL	NULL	NULL	0	NULL	NULL	NULL	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0	1	1	NULL	bit                      	1	NULL	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	097	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
5462	iNrOrig	113	NULL	NULL	76	NULL	483	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0	0	NULL	NULL	NULL	NULL	0	NULL	NULL	NULL	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0	1	4	NULL	int                      	1	NULL	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	098	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
5463	iNrCopy	114	NULL	NULL	76	NULL	590	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0	0	NULL	NULL	NULL	NULL	0	NULL	NULL	NULL	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0	1	4	NULL	int                      	1	NULL	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	099	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
5464	iNrSpec	115	NULL	NULL	76	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0	0	NULL	NULL	NULL	NULL	0	NULL	NULL	NULL	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0	1	4	NULL	int                      	1	NULL	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	100	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
5465	iNrExpressbl	116	NULL	NULL	76	NULL	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0	0	NULL	NULL	NULL	NULL	0	NULL	NULL	NULL	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0	1	4	NULL	int                      	1	NULL	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	101	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
5466	cBLText	117	NULL	NULL	76	NULL	540	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0	0	NULL	NULL	NULL	NULL	0	NULL	NULL	NULL	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0	1	280	NULL	varchar                  	1	NULL	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	102	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
5467	cBLRemarks	118	NULL	NULL	76	NULL	539	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0	0	NULL	NULL	NULL	NULL	0	NULL	NULL	NULL	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0	1	280	NULL	varchar                  	1	NULL	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	103	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
5468	fDisbursement	119	NULL	NULL	76	NULL	474	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0	0	NULL	NULL	NULL	NULL	0	NULL	NULL	NULL	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0	1	8	NULL	float                    	1	NULL	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	104	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
5469	fid_DisbursementCurrency	120	NULL	NULL	76	NULL	475	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0	0	NULL	NULL	NULL	NULL	0	NULL	NULL	NULL	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0	1	4	NULL	int                      	1	NULL	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	105	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
5470	RelationNameCity	121	002	NULL	76	NULL	824	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0	0	NULL	NULL	NULL	NULL	0	1	NULL	NULL	1	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0	0	123	NULL	varchar                  	1	NULL	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	70	NULL	70	NULL	NULL	002	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
5471	bPrintFreight	122	NULL	NULL	76	NULL	591	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0	0	NULL	NULL	NULL	NULL	0	NULL	NULL	NULL	0	1	NULL	NULL	NULL	NULL	NULL	1	NULL	NULL	NULL	0	1	1	NULL	bit                      	1	NULL	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	107	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
5472	bPrintCBM	123	NULL	NULL	76	NULL	607	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0	0	NULL	NULL	NULL	NULL	0	NULL	NULL	NULL	0	1	NULL	NULL	NULL	NULL	NULL	1	NULL	NULL	NULL	0	1	1	NULL	bit                      	1	NULL	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	108	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
5473	cEmailAddress	124	NULL	NULL	76	NULL	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0	0	NULL	NULL	NULL	NULL	0	NULL	NULL	NULL	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0	1	100	NULL	varchar                  	1	NULL	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	109	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
5474	cShipperNaw	021	NULL	NULL	76	NULL	479	2403	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL	NULL	0	1	NULL	NULL	1	NULL	1	NULL	NULL	NULL	0	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0	1	500	NULL	varchar                  	1	NULL	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	50	NULL	NULL	NULL	NULL	018	NULL	5	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1077	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
5475	cConsigneeNaw	025	NULL	NULL	76	NULL	481	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL	NULL	0	1	NULL	NULL	1	NULL	1	NULL	NULL	NULL	0	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0	1	500	NULL	varchar                  	1	NULL	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	50	NULL	NULL	NULL	NULL	022	NULL	5	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1077	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
5476	cNotifyNaw	125	NULL	NULL	76	NULL	480	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0	0	NULL	NULL	NULL	NULL	0	NULL	NULL	NULL	0	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0	1	500	NULL	varchar                  	1	NULL	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	110	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
5477	cRoutingAgentNaw	014	NULL	NULL	76	NULL	482	9759	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0	1	NULL	NULL	1	NULL	1	NULL	NULL	NULL	0	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0	1	500	NULL	varchar                  	1	NULL	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	50	NULL	NULL	NULL	NULL	012	NULL	5	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1077	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
5478	fid_PlaceOfReceipt	049	NULL	NULL	76	NULL	1074	4198	NULL	6	NULL	NULL	NULL	NULL	1	NULL	NULL	0	1	NULL	NULL	1	NULL	1	NULL	NULL	NULL	0	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0	1	4	NULL	int                      	1	NULL	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	40	NULL	40	40	NULL	045	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
5479	cPortOfDischarge	055		NULL	76	NULL	1792	6132	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0	0	NULL	NULL	1	NULL	1	0	NULL	NULL	0	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0	1	40	NULL	varchar                  	1	NULL	0	NULL	NULL	cFilePlanningNr;=;''	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	40	NULL	40	NULL	NULL	051	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
