linkfield_id	fid_label	cFieldName	cComputedField	cFieldFilter	cVolgorde	bInList	iOrderAsc	iOrderDesc	cFieldType	iFieldLength	fid_LinkedLabel	bUseAsPanelVisibility	iListFieldWidth	cListColHeader	fid_ListLabel	cisd_listfieldid	fid_ListLinkedLabel
3355	611	cConsigneeNaw	NULL	NULL	070	NULL	NULL	NULL	varchar	250	NULL	NULL	NULL	NULL	NULL	NULL	NULL
3356	611	cConsolidatedCargo	NULL	NULL	093	NULL	NULL	NULL	varchar	50	NULL	NULL	NULL	NULL	NULL	NULL	NULL
3361	611	cNotes	NULL	NULL	072	NULL	NULL	NULL	varchar	800	NULL	NULL	NULL	NULL	NULL	NULL	NULL
3362	611	cNotifyNaw	NULL	NULL	071	NULL	NULL	NULL	varchar	250	NULL	NULL	NULL	NULL	NULL	NULL	NULL
3365	611	cRequestor	NULL	NULL	077	NULL	NULL	NULL	varchar	250	NULL	NULL	NULL	NULL	NULL	NULL	NULL
3366	611	cRequestorInttraId	NULL	NULL	076	NULL	NULL	NULL	varchar	20	NULL	NULL	NULL	NULL	NULL	NULL	NULL
3367	611	cShipperNaw	NULL	NULL	069	NULL	NULL	NULL	varchar	250	NULL	NULL	NULL	NULL	NULL	NULL	NULL
3368	611	dETAFile	NULL	NULL	101	NULL	NULL	NULL	date	3	NULL	NULL	NULL	NULL	NULL	NULL	NULL
3369	611	dETDFile	NULL	NULL	100	NULL	NULL	NULL	date	3	NULL	NULL	NULL	NULL	NULL	NULL	NULL
3371	772	fid_AddressTypeId	NULL	NULL	002	NULL	NULL	NULL	int	4	NULL	NULL	NULL	NULL	NULL	NULL	NULL
3372	773	fid_AddressTypeId	NULL	NULL	002	NULL	NULL	NULL	int	4	NULL	NULL	NULL	NULL	NULL	NULL	NULL
3373	774	fid_AddressTypeId	NULL	NULL	002	NULL	NULL	NULL	int	4	NULL	NULL	NULL	NULL	NULL	NULL	NULL
3375	611	fid_ContactIdAgent	NULL	NULL	103	NULL	NULL	NULL	int	4	NULL	NULL	NULL	NULL	NULL	NULL	NULL
3377	611	fid_RelationIdAgent	NULL	NULL	102	NULL	NULL	NULL	int	4	NULL	NULL	NULL	NULL	NULL	NULL	NULL
3378	611	fidUserInformational	NULL	NULL	058	NULL	NULL	NULL	int	4	NULL	NULL	NULL	NULL	NULL	NULL	NULL
3381	611	iAmendmentNr	NULL	NULL	068	NULL	NULL	NULL	int	4	NULL	NULL	NULL	NULL	NULL	NULL	NULL
3422	611	cConsigneeInttraNaw	NULL	NULL	089	NULL	NULL	NULL	varchar	250	NULL	NULL	NULL	NULL	NULL	NULL	NULL
3431	772	cInttraConsigneeNaw	NULL	NULL	009	NULL	NULL	NULL	varchar	250	NULL	NULL	NULL	NULL	NULL	NULL	NULL
3432	772	cInttraNotifyNaw	NULL	NULL	010	NULL	NULL	NULL	varchar	250	NULL	NULL	NULL	NULL	NULL	NULL	NULL
3433	773	cInttraConsigneeNaw	NULL	NULL	009	NULL	NULL	NULL	varchar	250	NULL	NULL	NULL	NULL	NULL	NULL	NULL
3434	773	cInttraNotifyNaw	NULL	NULL	010	NULL	NULL	NULL	varchar	250	NULL	NULL	NULL	NULL	NULL	NULL	NULL
3435	774	cInttraConsigneeNaw	NULL	NULL	009	NULL	NULL	NULL	varchar	250	NULL	NULL	NULL	NULL	NULL	NULL	NULL
3436	774	cInttraNotifyNaw	NULL	NULL	010	NULL	NULL	NULL	varchar	250	NULL	NULL	NULL	NULL	NULL	NULL	NULL
3698	562	iRelationId	NULL	NULL	025	1	NULL	NULL	int	4	NULL	NULL	NULL	NULL	NULL	2888	NULL
3699	562	cCompanyShortName	NULL	NULL	026	NULL	NULL	NULL	varchar	3	NULL	NULL	NULL	NULL	NULL	2889	NULL
3700	562	iRelationNumber	NULL	NULL	027	1	NULL	NULL	int	4	NULL	NULL	NULL	NULL	NULL	2890	NULL
3701	562	cVatnr	NULL	NULL	028	NULL	NULL	NULL	varchar	20	NULL	NULL	NULL	NULL	NULL	2891	NULL
3702	562	bVatnrOk	NULL	NULL	029	NULL	NULL	NULL	bit	1	NULL	NULL	NULL	NULL	NULL	2892	NULL
3703	562	cEoriNumber	NULL	NULL	030	NULL	NULL	NULL	varchar	20	NULL	NULL	NULL	NULL	NULL	2893	NULL
3704	562	bEoriNrOk	NULL	NULL	031	NULL	NULL	NULL	bit	1	NULL	NULL	NULL	NULL	NULL	2894	NULL
3705	562	cWebsite	NULL	NULL	032	NULL	NULL	NULL	varchar	100	NULL	NULL	NULL	NULL	NULL	2895	NULL
3706	562	fid_VarcodeIdRelType	NULL	NULL	033	NULL	NULL	NULL	int	4	NULL	NULL	NULL	NULL	NULL	2896	NULL
3707	562	fid_SalesTypeId	NULL	NULL	034	NULL	NULL	NULL	int	4	NULL	NULL	NULL	NULL	NULL	2897	NULL
3708	562	cChamberOfCommerce	NULL	NULL	035	NULL	NULL	NULL	varchar	30	NULL	NULL	NULL	NULL	NULL	2898	NULL
3709	562	bDirectImportAgent	NULL	NULL	036	NULL	NULL	NULL	bit	1	NULL	NULL	NULL	NULL	NULL	2899	NULL
3710	562	bDirectExportAgent	NULL	NULL	037	NULL	NULL	NULL	bit	1	NULL	NULL	NULL	NULL	NULL	2900	NULL
3711	562	bCarrier	NULL	NULL	038	NULL	NULL	NULL	bit	1	NULL	NULL	NULL	NULL	NULL	2901	NULL
3712	562	bColoader	NULL	NULL	039	NULL	NULL	NULL	bit	1	NULL	NULL	NULL	NULL	NULL	2902	NULL
3713	562	cInttraCode	NULL	NULL	040	NULL	NULL	NULL	varchar	25	NULL	NULL	NULL	NULL	NULL	2903	NULL
3714	562	cAEONumber	NULL	NULL	041	NULL	NULL	NULL	varchar	30	NULL	NULL	NULL	NULL	NULL	2904	NULL
3715	562	bCreditor	NULL	NULL	042	NULL	NULL	NULL	bit	1	NULL	NULL	NULL	NULL	NULL	2905	NULL
3716	562	fid_CreditorCatId	NULL	NULL	043	NULL	NULL	NULL	int	4	NULL	NULL	NULL	NULL	NULL	2906	NULL
3717	562	cBankName	NULL	NULL	044	NULL	NULL	NULL	varchar	50	NULL	NULL	NULL	NULL	NULL	2907	NULL
3718	562	cBankAccount	NULL	NULL	045	NULL	NULL	NULL	varchar	25	NULL	NULL	NULL	NULL	NULL	2908	NULL
3719	562	cBankIbannr	NULL	NULL	046	NULL	NULL	NULL	varchar	50	NULL	NULL	NULL	NULL	NULL	2909	NULL
3720	562	bDebtor	NULL	NULL	047	NULL	NULL	NULL	bit	1	NULL	NULL	NULL	NULL	NULL	2910	NULL
3721	562	fid_DebtorCatId	NULL	NULL	048	NULL	NULL	NULL	int	4	NULL	NULL	NULL	NULL	NULL	2911	NULL
3722	562	bElectronicInvoice	NULL	NULL	049	NULL	NULL	NULL	bit	1	NULL	NULL	NULL	NULL	NULL	2912	NULL
3723	562	fid_ContactIdElinv	NULL	NULL	050	NULL	NULL	NULL	int	4	NULL	NULL	NULL	NULL	NULL	2913	NULL
3724	562	cReasonNoEleinv	NULL	NULL	051	NULL	NULL	NULL	varchar	100	NULL	NULL	NULL	NULL	NULL	2914	NULL
3725	562	bElectronicInvoiceBooker	NULL	NULL	052	NULL	NULL	NULL	bit	1	NULL	NULL	NULL	NULL	NULL	2915	NULL
3726	562	fid_BlockCode	NULL	NULL	053	NULL	NULL	NULL	int	4	NULL	NULL	NULL	NULL	NULL	2916	NULL
3727	562	cCreatedByUser	NULL	NULL	054	NULL	NULL	NULL	varchar	50	NULL	NULL	NULL	NULL	NULL	2917	NULL
3728	562	dRecordCreated	NULL	NULL	055	NULL	NULL	NULL	datetime	8	NULL	NULL	NULL	NULL	NULL	2918	NULL
3729	562	cLastModifiedByUser	NULL	NULL	056	NULL	NULL	NULL	varchar	50	NULL	NULL	NULL	NULL	NULL	2919	NULL
3730	562	dLastModified	NULL	NULL	057	NULL	NULL	NULL	datetime	8	NULL	NULL	NULL	NULL	NULL	2920	NULL
3731	562	bPrintFinalWebClientSide	NULL	NULL	058	NULL	NULL	NULL	bit	1	NULL	NULL	NULL	NULL	NULL	2921	NULL
3732	562	bPrintDraftWebClientSide	NULL	NULL	059	NULL	NULL	NULL	bit	1	NULL	NULL	NULL	NULL	NULL	2922	NULL
3733	562	cScacCode	NULL	NULL	000	NULL	NULL	NULL	varchar	4	NULL	NULL	NULL	NULL	NULL	2923	NULL
3734	562	bTotalBlocked	NULL	NULL	001	NULL	NULL	NULL	bit	1	NULL	NULL	NULL	NULL	NULL	2927	NULL
3735	562	cTotalBlockedReason	NULL	NULL	002	NULL	NULL	NULL	varchar	50	NULL	NULL	NULL	NULL	NULL	2928	NULL
3759	886	iTransportType_ID	NULL	NULL	000	1	NULL	NULL	int	4	NULL	NULL	NULL	NULL	NULL	2965	NULL
3760	886	cTransportType	NULL	NULL	001	1	NULL	NULL	varchar	50	0	NULL	NULL	NULL	NULL	2966	NULL
3761	886	bForPickup	NULL	NULL	002	NULL	NULL	NULL	bit	1	0	NULL	NULL	NULL	NULL	2967	NULL
3762	886	bForDelivery	NULL	NULL	004	NULL	NULL	NULL	bit	1	0	NULL	NULL	NULL	NULL	2968	NULL
3763	887	iGenAddressId	NULL	NULL	000	1	NULL	NULL	int	4	NULL	NULL	NULL	NULL	NULL	2969	NULL
3764	887	fid_relation	NULL	NULL	001	0	NULL	NULL	int	4	0	NULL	NULL	NULL	NULL	2970	NULL
3765	887	fid_AddressTypeId	NULL	NULL	002	NULL	NULL	NULL	int	4	NULL	NULL	NULL	NULL	NULL	2971	NULL
3766	887	cName1	NULL	NULL	003	0	NULL	NULL	varchar	60	0	NULL	NULL	NULL	NULL	2972	NULL
3767	887	cName2	NULL	NULL	004	NULL	NULL	NULL	varchar	60	NULL	NULL	NULL	NULL	NULL	2973	NULL
3768	887	cAddress2	NULL	NULL	005	0	NULL	NULL	varchar	50	0	NULL	NULL	NULL	NULL	2974	NULL
3769	887	cAddress1	NULL	NULL	006	NULL	NULL	NULL	varchar	60	NULL	NULL	NULL	NULL	NULL	2975	NULL
3770	887	fid_CountryId	NULL	NULL	007	NULL	NULL	NULL	varchar	3	NULL	NULL	NULL	NULL	NULL	2976	NULL
3771	887	cZipcode	NULL	NULL	008	NULL	NULL	NULL	varchar	25	NULL	NULL	NULL	NULL	NULL	2977	NULL
3772	887	cState	NULL	NULL	009	NULL	NULL	NULL	varchar	10	NULL	NULL	NULL	NULL	NULL	2978	NULL
3773	887	cCity	NULL	NULL	010	0	NULL	NULL	varchar	60	0	NULL	NULL	NULL	NULL	2979	NULL
3774	887	cPhoneNr	NULL	NULL	011	NULL	NULL	NULL	varchar	20	NULL	NULL	NULL	NULL	NULL	2980	NULL
3775	887	cFaxNr	NULL	NULL	012	NULL	NULL	NULL	varchar	20	NULL	NULL	NULL	NULL	NULL	2981	NULL
3776	887	cEmailAddress	NULL	NULL	013	NULL	NULL	NULL	varchar	100	NULL	NULL	NULL	NULL	NULL	2982	NULL
3777	887	cBLAddress	NULL	NULL	014	NULL	NULL	NULL	varchar	400	NULL	NULL	NULL	NULL	NULL	2983	NULL
3778	887	BBX_AdressNr	NULL	NULL	015	NULL	NULL	NULL	int	4	NULL	NULL	NULL	NULL	NULL	2984	NULL
3779	887	BBX_Relationnr	NULL	NULL	016	0	NULL	NULL	int	4	0	NULL	NULL	NULL	NULL	2985	NULL
3780	887	cExternalCustomerId	NULL	NULL	017	NULL	NULL	NULL	varchar	25	NULL	NULL	NULL	NULL	NULL	2986	NULL
3781	887	cExternalCisCompanyId	NULL	NULL	018	NULL	NULL	NULL	varchar	25	NULL	NULL	NULL	NULL	NULL	2987	NULL
3782	887	SearchString	NULL	NULL	019	NULL	NULL	NULL	varchar	600	NULL	NULL	NULL	NULL	NULL	2988	NULL
3783	887	ComposedAddress	NULL	NULL	020	1	NULL	NULL	varchar	400	0	NULL	NULL	NULL	NULL	2989	NULL
3784	887	cCountryNameEN	NULL	NULL	021	NULL	NULL	NULL	varchar	40	NULL	NULL	NULL	NULL	NULL	2990	NULL
3785	887	cAEONumber	NULL	NULL	022	NULL	NULL	NULL	varchar	30	NULL	NULL	NULL	NULL	NULL	2991	NULL
3786	887	bTotalBlocked	NULL	NULL	023	NULL	NULL	NULL	bit	1	NULL	NULL	NULL	NULL	NULL	2992	NULL
3787	888	iContactId	NULL	NULL	000	1	NULL	NULL	int	4	NULL	NULL	NULL	NULL	NULL	2993	NULL
3788	888	fid_RelationId	NULL	NULL	001	0	NULL	NULL	int	4	0	NULL	NULL	NULL	NULL	2994	NULL
3789	888	cContactShort	NULL	NULL	002	NULL	NULL	NULL	varchar	20	NULL	NULL	NULL	NULL	NULL	2995	NULL
3790	888	cContactName	NULL	NULL	003	1	1	NULL	varchar	50	0	NULL	NULL	NULL	NULL	2996	NULL
3791	888	cContactFirstName	NULL	NULL	004	NULL	NULL	NULL	varchar	30	NULL	NULL	NULL	NULL	NULL	2997	NULL
3792	888	cContactMiddleName	NULL	NULL	005	NULL	NULL	NULL	varchar	10	NULL	NULL	NULL	NULL	NULL	2998	NULL
3793	888	cContactLastName	NULL	NULL	006	NULL	NULL	NULL	varchar	50	NULL	NULL	NULL	NULL	NULL	2999	NULL
3794	888	cContactInitials	NULL	NULL	007	NULL	NULL	NULL	varchar	10	NULL	NULL	NULL	NULL	NULL	3000	NULL
3795	888	cContactTitle	NULL	NULL	008	NULL	NULL	NULL	varchar	5	NULL	NULL	NULL	NULL	NULL	3001	NULL
3796	888	cContactPhone	NULL	NULL	009	NULL	NULL	NULL	varchar	20	0	NULL	NULL	NULL	NULL	3002	NULL
3797	888	cContactFax	NULL	NULL	010	NULL	NULL	NULL	varchar	20	NULL	NULL	NULL	NULL	NULL	3003	NULL
3798	888	cContactMobile	NULL	NULL	011	NULL	NULL	NULL	varchar	20	NULL	NULL	NULL	NULL	NULL	3004	NULL
3799	888	cContactEmail	NULL	NULL	012	NULL	NULL	NULL	varchar	250	0	NULL	NULL	NULL	NULL	3005	NULL
3800	888	cContactInfo	NULL	NULL	013	NULL	NULL	NULL	varchar	250	NULL	NULL	NULL	NULL	NULL	3006	NULL
3801	888	bMailGeneral	NULL	NULL	014	NULL	NULL	NULL	bit	1	NULL	NULL	NULL	NULL	NULL	3007	NULL
3802	888	bMailTariff	NULL	NULL	015	NULL	NULL	NULL	bit	1	NULL	NULL	NULL	NULL	NULL	3008	NULL
3803	888	bMailSchedule	NULL	NULL	016	NULL	NULL	NULL	bit	1	NULL	NULL	NULL	NULL	NULL	3009	NULL
3804	888	bMailSales	NULL	NULL	017	NULL	NULL	NULL	bit	1	NULL	NULL	NULL	NULL	NULL	3010	NULL
3805	888	bElinv	NULL	NULL	018	NULL	NULL	NULL	bit	1	NULL	NULL	NULL	NULL	NULL	3011	NULL
3806	888	bSalesExport	NULL	NULL	019	NULL	NULL	NULL	bit	1	NULL	NULL	NULL	NULL	NULL	3012	NULL
3807	888	bSalesImport	NULL	NULL	020	NULL	NULL	NULL	bit	1	NULL	NULL	NULL	NULL	NULL	3013	NULL
3808	888	fid_Language	NULL	NULL	021	NULL	NULL	NULL	int	4	NULL	NULL	NULL	NULL	NULL	3014	NULL
3809	888	BBX_ContactID	NULL	NULL	022	NULL	NULL	NULL	varchar	25	NULL	NULL	NULL	NULL	NULL	3015	NULL
3810	888	cCompanyShortName	NULL	NULL	023	NULL	NULL	NULL	varchar	3	NULL	NULL	NULL	NULL	NULL	3016	NULL
3811	888	iRelationNumber	NULL	NULL	024	NULL	NULL	NULL	int	4	NULL	NULL	NULL	NULL	NULL	3017	NULL
3812	888	iRelationId	NULL	NULL	025	NULL	NULL	NULL	int	4	NULL	NULL	NULL	NULL	NULL	3018	NULL
3813	888	iGenAddressId	NULL	NULL	026	NULL	NULL	NULL	int	4	887	NULL	NULL	NULL	NULL	3019	NULL
3818	890	iSailingSchedule_Id	NULL	NULL	000	1	NULL	NULL	int	4	NULL	NULL	NULL	NULL	NULL	3024	NULL
3819	890	cSailingSchedule	NULL	NULL	001	0	NULL	NULL	varchar	50	0	NULL	NULL	NULL	NULL	3025	NULL
3820	890	cVesselName	NULL	NULL	002	1	NULL	NULL	nvarchar	100	NULL	NULL	20	Vessel	NULL	3026	NULL
3821	890	dEstimatedTimeOfDeparture	NULL	NULL	003	0	1	NULL	datetime	8	NULL	NULL	NULL	NULL	NULL	3027	NULL
3822	890	dEstimatedTimeOfArrival	NULL	NULL	004	NULL	NULL	NULL	datetime	8	NULL	NULL	NULL	NULL	NULL	3028	NULL
3823	890	dClosingDate	NULL	NULL	005	NULL	NULL	NULL	datetime	8	NULL	NULL	NULL	NULL	NULL	3029	NULL
3824	890	cVoyageNumber	NULL	NULL	016	1	NULL	NULL	varchar	50	NULL	NULL	7	Voy_nr	NULL	3030	NULL
3825	890	PortOfLoading	NULL	NULL	006	1	NULL	NULL	varchar	50	0	NULL	4	POL	NULL	3031	NULL
3826	890	PortVia	NULL	NULL	015	NULL	NULL	NULL	varchar	3	NULL	NULL	NULL	NULL	NULL	3032	NULL
3827	890	PortOfDischarge	NULL	NULL	007	1	NULL	NULL	varchar	50	0	NULL	4	POD	NULL	3033	NULL
3828	890	fid_PortIdPod	NULL	NULL	008	NULL	NULL	NULL	int	4	669	NULL	NULL	NULL	NULL	3034	NULL
3829	890	fid_PortIdPol	NULL	NULL	009	NULL	NULL	NULL	int	4	NULL	NULL	NULL	NULL	NULL	3035	NULL
3830	890	fid_PortIdPodVia	NULL	NULL	010	NULL	NULL	NULL	int	4	NULL	NULL	NULL	NULL	NULL	3036	NULL
3831	890	ComposedSchedule	NULL	NULL	011	NULL	NULL	NULL	nvarchar	-1	0	NULL	NULL	NULL	NULL	3037	NULL
3838	884	iCurrId	NULL	NULL	000	NULL	NULL	NULL	int	4	NULL	NULL	NULL	NULL	NULL	3285	NULL
3839	884	cCurr	NULL	NULL	001	1	NULL	NULL	varchar	3	0	NULL	NULL	NULL	NULL	3286	NULL
3840	884	cCurrNameNL	NULL	NULL	002	1	1	NULL	varchar	25	0	NULL	NULL	NULL	NULL	3287	NULL
3841	884	cCurrNameEN	NULL	NULL	003	NULL	NULL	NULL	varchar	25	0	NULL	NULL	NULL	NULL	3288	NULL
3842	884	fCurrRevalution	NULL	NULL	004	NULL	NULL	NULL	float	8	NULL	NULL	NULL	NULL	NULL	3289	NULL
3843	884	fCurrForwarding	NULL	NULL	005	NULL	NULL	NULL	float	8	NULL	NULL	NULL	NULL	NULL	3290	NULL
3844	884	fCurrMinimum	NULL	NULL	006	NULL	NULL	NULL	float	8	NULL	NULL	NULL	NULL	NULL	3291	NULL
3845	884	fCurrMaximum	NULL	NULL	007	NULL	NULL	NULL	float	8	NULL	NULL	NULL	NULL	NULL	3292	NULL
3846	884	bCurrEuro	NULL	NULL	008	NULL	NULL	NULL	bit	1	NULL	NULL	NULL	NULL	NULL	3293	NULL
3847	884	fCurrRecommended	NULL	NULL	009	NULL	NULL	NULL	float	8	NULL	NULL	NULL	NULL	NULL	3294	NULL
3848	884	fCurrEuro	NULL	NULL	010	NULL	NULL	NULL	float	8	NULL	NULL	NULL	NULL	NULL	3295	NULL
3849	884	bOpenForFile	NULL	NULL	011	NULL	NULL	NULL	bit	1	NULL	NULL	NULL	NULL	NULL	3296	NULL
3850	884	bOpenForInvoice	NULL	NULL	012	NULL	NULL	NULL	bit	1	NULL	NULL	NULL	NULL	NULL	3297	NULL
3851	884	bOpenForPurchase	NULL	NULL	013	NULL	NULL	NULL	bit	1	0	NULL	NULL	NULL	NULL	3298	NULL
3852	884	bOpenForCountry	NULL	NULL	014	NULL	NULL	NULL	bit	1	0	NULL	NULL	NULL	NULL	3299	NULL
3856	562	iParentRelationId	NULL	NULL	003	NULL	NULL	NULL	int	4	NULL	NULL	NULL	NULL	NULL	3325	NULL
3953	19	fidPortOfLoading	NULL	NULL	007	NULL	NULL	NULL	int	4	NULL	NULL	NULL	NULL	NULL	3520	NULL
3959	1027	iShipmentCommodityId	NULL	NULL	000	1	NULL	NULL	int	4	NULL	NULL	NULL	NULL	NULL	3527	NULL
3960	1027	iColli	NULL	NULL	001	1	NULL	NULL	int	4	NULL	NULL	NULL	NULL	NULL	3528	NULL
3961	1027	cPacking	NULL	NULL	002	1	NULL	NULL	varchar	25	0	NULL	NULL	NULL	NULL	3529	NULL
3962	1027	cDescription	NULL	NULL	003	1	NULL	NULL	varchar	-1	0	NULL	NULL	NULL	NULL	3530	NULL
3963	1027	fid_RelationIdCustomer	NULL	NULL	004	NULL	NULL	NULL	int	4	887	NULL	NULL	NULL	NULL	3531	NULL
3967	886	bGeneratePUService	NULL	NULL	005	NULL	NULL	NULL	bit	1	0	1	NULL	NULL	NULL	3536	NULL
3968	886	bGenerateDAPRate	NULL	NULL	006	NULL	NULL	NULL	bit	1	0	NULL	NULL	NULL	NULL	3537	NULL
3969	1027	bReUseable	NULL	NULL	005	NULL	NULL	NULL	bit	1	NULL	NULL	NULL	NULL	NULL	3539	NULL
3979	1030	iCountryId	NULL	NULL	000	1	NULL	NULL	int	4	NULL	NULL	NULL	NULL	NULL	3551	NULL
3980	1030	cCountryNameEN	NULL	NULL	001	1	NULL	NULL	varchar	40	NULL	NULL	NULL	NULL	NULL	3552	NULL
3981	1030	cCountryNameNL	NULL	NULL	002	NULL	NULL	NULL	varchar	40	NULL	NULL	NULL	NULL	NULL	3553	NULL
3982	1031	cZipCodeStart	NULL	NULL	001	0	NULL	NULL	varchar	50	0	NULL	NULL	NULL	NULL	3554	NULL
3983	1031	iCountryId	NULL	NULL	002	0	NULL	NULL	int	4	1030	NULL	NULL	NULL	NULL	3555	NULL
3984	1031	iZoneId	NULL	NULL	000	1	NULL	NULL	int	4	0	NULL	NULL	NULL	NULL	3556	NULL
3985	1031	Zone	NULL	NULL	003	1	NULL	NULL	varchar	103	0	NULL	NULL	NULL	NULL	3557	NULL
3989	1032	iWhsId	NULL	NULL	000	1	NULL	NULL	int	4	NULL	NULL	NULL	NULL	NULL	3563	NULL
3990	1032	cWhsShort	NULL	NULL	001	NULL	NULL	NULL	varchar	3	NULL	NULL	NULL	NULL	NULL	3564	NULL
3991	1032	cWhsName	NULL	NULL	002	1	NULL	NULL	varchar	50	NULL	NULL	NULL	NULL	NULL	3565	NULL
3992	1032	cWhsAddress	NULL	NULL	003	NULL	NULL	NULL	varchar	250	NULL	NULL	NULL	NULL	NULL	3566	NULL
3993	1032	cWhsCustomsCode	NULL	NULL	004	NULL	NULL	NULL	varchar	15	NULL	NULL	NULL	NULL	NULL	3567	NULL
3994	1032	cWhsOpeninghours	NULL	NULL	005	NULL	NULL	NULL	varchar	250	NULL	NULL	NULL	NULL	NULL	3568	NULL
3995	1032	cWhsInstructions	NULL	NULL	006	NULL	NULL	NULL	varchar	250	NULL	NULL	NULL	NULL	NULL	3569	NULL
3996	1032	fidPortOfLoading	NULL	NULL	007	NULL	NULL	NULL	int	4	NULL	NULL	NULL	NULL	NULL	3570	NULL
3997	887	CreditLimit	NULL	NULL	024	NULL	NULL	NULL	numeric	5	NULL	NULL	NULL	NULL	NULL	3573	NULL
4002	886	cSequence	NULL	NULL	003	NULL	1	NULL	varchar	3	0	NULL	NULL	NULL	NULL	3585	NULL
4003	886	cTxtOnBook_Conf_EN	NULL	NULL	007	NULL	NULL	NULL	varchar	50	0	NULL	NULL	NULL	NULL	3586	NULL
4004	886	cTxtOnBook_Conf_NL	NULL	NULL	009	NULL	NULL	NULL	varchar	50	0	NULL	NULL	NULL	NULL	3587	NULL
4005	475	bOpenForBooking	NULL	NULL	015	NULL	NULL	NULL	bit	1	NULL	NULL	NULL	NULL	NULL	3588	NULL
4008	884	bOpenForBooking	NULL		015	NULL	NULL	NULL	bit	1	0	NULL	NULL	NULL	NULL	3591	NULL
4011	562	bActiveRelation	NULL	NULL	004	NULL	NULL	NULL	bit	1	NULL	NULL	NULL	NULL	NULL	3596	NULL
4012	887	bActiveRelation	NULL	NULL	025	NULL	NULL	NULL	bit	1	NULL	NULL	NULL	NULL	NULL	3597	NULL
4018	890	ComposedScheduleDate	NULL	NULL	012	1	NULL	NULL	varchar	11	NULL	NULL	11	ETD-ETA	NULL	3603	NULL
4036	1057	ShipmentCancelReasons	NULL	NULL	000	1	NULL	NULL	int	4	NULL	NULL	NULL	NULL	NULL	3627	NULL
4037	1057	cCancelReason	NULL	NULL	001	1	1	NULL	varchar	500	0	NULL	NULL	NULL	NULL	3628	NULL
4060	890	TransitTime	NULL	NULL	013	1	NULL	NULL	varchar	2	NULL	NULL	3	TT	NULL	3652	NULL
4061	890	Closing	NULL	NULL	014	NULL	NULL	NULL	varchar	5	NULL	NULL	5	Close	NULL	3653	NULL
4089	888	NewLineEmail	NULL	NULL	027	NULL	NULL	NULL	varchar	275	NULL	NULL	NULL	NULL	NULL	3728	NULL
4090	1022	iPortId	NULL	NULL	000	1	NULL	NULL	int	4	NULL	NULL	NULL	NULL	NULL	3729	NULL
4091	1022	cPortNameShort	NULL	NULL	001	NULL	NULL	NULL	varchar	3	NULL	NULL	NULL	NULL	NULL	3730	NULL
4092	1022	cPortNameNL	NULL	NULL	002	1	1	NULL	varchar	50	NULL	NULL	NULL	NULL	NULL	3731	NULL
4093	1022	cPortNameEN	NULL	NULL	003	NULL	NULL	NULL	varchar	50	NULL	NULL	NULL	NULL	NULL	3732	NULL
4094	1022	fid_PortVia	NULL	NULL	004	NULL	NULL	NULL	int	4	NULL	NULL	NULL	NULL	NULL	3733	NULL
4095	1022	fid_Country	NULL	NULL	005	NULL	NULL	NULL	int	4	NULL	NULL	NULL	NULL	NULL	3734	NULL
4096	1022	fid_SailingAreaId	NULL	NULL	006	NULL	NULL	NULL	int	4	NULL	NULL	NULL	NULL	NULL	3735	NULL
4097	1022	cLocodeForwardFromPort	NULL	NULL	007	NULL	NULL	NULL	varchar	5	NULL	NULL	NULL	NULL	NULL	3736	NULL
4098	1022	cLocodeForwardToPort	NULL	NULL	008	NULL	NULL	NULL	varchar	5	NULL	NULL	NULL	NULL	NULL	3737	NULL
4099	1022	bUseAsDestination	NULL	NULL	009	NULL	NULL	NULL	bit	1	NULL	NULL	NULL	NULL	NULL	3738	NULL
4100	1022	fid_CustomsOffice	NULL	NULL	010	NULL	NULL	NULL	int	4	NULL	NULL	NULL	NULL	NULL	3739	NULL
4101	1022	fid_CustomsOfficeEcs	NULL	NULL	011	NULL	NULL	NULL	int	4	NULL	NULL	NULL	NULL	NULL	3740	NULL
4102	1022	Locode	NULL	NULL	012	NULL	NULL	NULL	varchar	5	NULL	NULL	NULL	NULL	NULL	3741	NULL
4103	1022	iTransitTimeExport	NULL	NULL	013	NULL	NULL	NULL	int	4	NULL	NULL	NULL	NULL	NULL	3742	NULL
4104	1022	bBlockedExport	NULL	0	014	NULL	NULL	NULL	bit	1	0	NULL	NULL	NULL	NULL	3743	NULL
4105	1022	dBlockedExport	NULL	NULL	015	NULL	NULL	NULL	date	3	0	NULL	NULL	NULL	NULL	3744	NULL
4106	1022	bBlockedImport	NULL	NULL	016	NULL	NULL	NULL	bit	1	0	NULL	NULL	NULL	NULL	3745	NULL
4107	1022	dBlockedImport	NULL	NULL	017	NULL	NULL	NULL	date	3	NULL	NULL	NULL	NULL	NULL	3746	NULL
4108	1022	bBlockedSailingSchedule	NULL	NULL	018	NULL	NULL	NULL	bit	1	NULL	NULL	NULL	NULL	NULL	3747	NULL
4109	1022	dBlockedSailingSchedule	NULL	NULL	019	NULL	NULL	NULL	date	3	NULL	NULL	NULL	NULL	NULL	3748	NULL
4110	1022	cFrequency	NULL	NULL	020	NULL	NULL	NULL	varchar	1	NULL	NULL	NULL	NULL	NULL	3749	NULL
4111	1022	cPrepaidCollect	NULL	NULL	021	NULL	NULL	NULL	varchar	1	NULL	NULL	NULL	NULL	NULL	3750	NULL
